,strain,gene_id,CAUS24-2_12h_1,CAUS24-2_12h_2,CAUS24-2_12h_3,CAUS24-2_12h_4,CAUS24-2_12h_5,CAUS24-2_168_5,CAUS24-2_168h_1,CAUS24-2_168h_2,CAUS24-2_168h_3,CAUS24-2_168h_4,CAUS24-2_168h_5,CAUS24-2_22h_1,CAUS24-2_22h_2,CAUS24-2_22h_3,CAUS24-2_22h_4,CAUS24-2_22h_5,CAUS24-2_38h_1,CAUS24-2_38h_2,CAUS24-2_38h_3,CAUS24-2_38h_4,CAUS24-2_38h_5,CAUS24-2_3w_1,CAUS24-2_3w_2,CAUS24-2_3w_3,CAUS24-2_3w_4,CAUS24-2_3w_5,CAUS24-2_70h_1,CAUS24-2_70h_2,CAUS24-2_70h_3,CAUS24-2_70h_4,CAUS24-2_70h_5
0,Cur,018_00001,876.3029637579624,111.50652431244767,74.45749282996225,857.5159879657299,0.0,712.8785045902954,275.390446885099,0.0,621.4016153005223,592.5162073424276,862.7469249217713,0.0,247.07211350454213,290.0998375159871,0.0,0.0,159.46865084394489,378.4734548299017,383.31384605324394,343.0392601047862,0.0,406.8856538826789,123.54732304251887,378.04576533192517,126.38603385796483,165.84449381559492,412.4342370435974,311.88751375353564,0.0,537.5427285610382,0.0
1,Cur,018_00002,0.0,5025.820896203058,3639.548520595472,1905.2793057222862,3629.043437864187,181.018887291253,0.0,0.0,0.0,199.58407347440996,0.0,1874.9599359565602,5332.747580745942,736.6409486662499,3516.2898158156413,0.0,1619.733940509178,720.7838701276269,648.8908039644793,556.5158444544634,0.0,81.17931800538864,428.7501777836803,95.58034750521577,0.0,0.0,0.0,263.98855876171865,0.0,117.66935518690356,0.0
2,Cur,018_00003,0.0,182.70494693086866,1158.9962777501728,0.0,498.23698722833507,700.8366379587027,0.0,0.0,605.0025029500042,0.0,1413.622495226551,1209.8559046206183,2024.1549839476845,1425.9975121140583,1745.351753692275,0.0,362.9049158188497,88.59055289213434,628.0649166750788,187.3581544491231,1824.5445941987211,526.2070319910104,256.4163472605431,356.6432972495588,715.3853206395247,769.925592066205,422.3619192697313,425.85992165108325,599.8761626003449,637.7997076414462,0.0
3,Cur,018_00004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0642604330797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.05240215635204,0.0,0.0,272.0731485555776,365.70660021067334,0.0,151.9487815557674,547.4219900213889,0.0,125.9638570315773,0.0,89.45256631219249,90.57872782145523,612.4671398373545
4,Cur,018_00005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.1647980465631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.1051462459058,0.0,0.0,55.34731907878286,0.0,329.18058781825795,71.76101997080437,142.58666784818703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Cur,018_00006,0.0,728.6317045266978,621.686626136399,435.81838011132527,1368.8091601219169,103.51678884020755,299.9199851929783,159.4307230969297,189.62105613125587,0.0,0.0,1072.207628047015,1973.2480921358267,1263.758274208866,1701.4566796473196,525.9148657449824,1273.6006770246195,1079.5315876376849,1205.9849298232052,1286.8251685817017,323.3923352591745,465.2841000892685,65.78093497323734,231.7033352533039,400.41737455272477,260.8906021724865,74.8617533555931,150.9635171361924,0.0,0.0,181.99809469717792
6,Cur,018_00007,0.0,579.8716825842017,509.4791763901198,234.70386803802424,33.29077837913932,78.04651799690593,146.78274828778368,11.447890253547138,0.0,0.0,236.13558611007852,1751.5144924680733,405.7448365114095,317.6036595829655,233.23887995165393,39.65136911034404,315.22756570449974,414.35581397856055,419.65511362488337,365.12988715066126,243.82176066944538,221.1399254796904,36.06949687020114,251.73681573031877,9.434212972672833,226.95987443725608,310.431243598701,227.63798972229463,40.08201899090341,192.78649660192912,0.0
7,Cur,018_00008,0.0,1789.4337449405664,1460.40707444062,764.5133348591526,2385.6759270815573,508.45010989160784,0.0,0.0,0.0,0.0,0.0,6144.170182289022,0.0,2069.094429341967,759.7413516072257,0.0,126.3763000969171,96.40736638261679,0.0,339.81626052046835,1588.427058478887,450.85452115492745,264.35493386303665,0.0,20.48704091614738,591.4307316217906,367.70331795247205,0.0,0.0,0.0,0.0
8,Cur,018_00011,0.0,563.3402530368451,188.08272928401925,108.30605577171329,153.62307106207,360.15216117322217,0.0,554.6860574414012,0.0,0.0,0.0,621.7315065411511,0.0,732.8042770586133,1076.3002481102365,914.872735202209,648.9949577893763,68.28855118768689,5164.089314883981,1396.0784703049242,4500.543332356846,0.0,0.0,376.19610959876707,0.0,69.82168359423919,130.22825844150051,0.0,739.8472672070922,46.82259758478871,0.0
9,Cur,018_00012,0.0,2704.033214576856,1404.3510453206773,1848.42335183724,327.7292182657493,0.0,683.4433970576833,0.0,825.0332235350735,0.0,0.0,0.0,1331.4441672189216,3126.63158211675,0.0,0.0,1098.0696297309908,437.046727601196,1377.0904839690618,770.2501905130616,0.0,943.6275725015263,0.0,110.2406181974409,77.39548790544565,74.47646250052179,0.0,0.0,197.2926045885579,349.6087286330891,0.0
