,strain,gene_id,CAUS24-2_12h_1,CAUS24-2_12h_2,CAUS24-2_12h_3,CAUS24-2_12h_4,CAUS24-2_12h_5,CAUS24-2_168_5,CAUS24-2_168h_1,CAUS24-2_168h_2,CAUS24-2_168h_3,CAUS24-2_168h_4,CAUS24-2_168h_5,CAUS24-2_22h_1,CAUS24-2_22h_2,CAUS24-2_22h_3,CAUS24-2_22h_4,CAUS24-2_22h_5,CAUS24-2_38h_1,CAUS24-2_38h_2,CAUS24-2_38h_3,CAUS24-2_38h_4,CAUS24-2_38h_5,CAUS24-2_3w_1,CAUS24-2_3w_2,CAUS24-2_3w_3,CAUS24-2_3w_4,CAUS24-2_3w_5,CAUS24-2_70h_1,CAUS24-2_70h_2,CAUS24-2_70h_3,CAUS24-2_70h_4,CAUS24-2_70h_5
0,Mic,012_00001,654.4464604073097,356.8953957388188,222.57136699815612,261.68193318935715,141.1920128308833,543.4587796302056,594.2314367148975,78.08331309305112,258.86365166866307,336.63992874989344,58.085029455837955,302.44185618151806,271.1535386306246,316.4689035725966,281.4928965813949,198.88409147330097,227.94720020416392,176.09011110343556,227.35872516583646,304.4436850665508,173.58138311923747,0.0,0.0,430.4598576548866,0.0,168.82721580123894,168.24007237856028,185.39998737709683,91.47248273413184,240.2297595283916,252.0009197655537
1,Mic,012_00002,471.3208053609998,425.70556201237,645.2259263652902,598.5642815961729,252.62118491078346,216.07958333197553,620.5249621546304,725.6997547619814,517.3303627268209,455.08410590902474,138.56788517999388,721.5065360834158,534.9075937075562,711.4135843016173,535.1259563546056,196.32774068315575,304.85296666706284,402.5779061045124,379.67153693503184,324.91567958394705,248.45787691720162,0.0,0.0,187.60797434672136,0.0,1409.6421514715275,229.34526208931905,144.22531710568836,83.92966578729914,203.35561698862438,81.97833145913782
2,Mic,012_00003,618.9267713146232,79.99974088058548,209.80629562945424,59.960699753018126,200.07247666120227,373.57759073839327,122.19459996517804,0.0,54.63217287978022,550.9732872661394,66.54679917903411,129.9379826557633,179.22399134559805,83.6704109730398,110.85954815983334,149.2858365626753,131.36853833539485,193.3367968822905,260.48011969616823,183.57617916943414,79.54741902945797,0.0,0.0,711.301189287277,4443.380668436979,0.0,110.14235426264828,64.6461791734633,16.122785180868824,79.9043787965403,78.7396813274188
3,Mic,012_00004,412.8605639239898,95.29380899010918,153.79466014466783,0.0,0.0,197.77637156738464,320.8158344824062,248.64176561395095,216.92186290500973,551.2973891998255,0.0,25.796511262541248,85.39496058231437,166.11037472588785,96.03875295129946,327.573797720731,143.28574096256037,140.18153942744084,124.11111585523308,102.04675842065603,94.75501384391316,0.0,0.0,587.4510998584334,0.0,0.0,109.33248401071705,88.0057229084122,96.02541173899814,317.2673863980276,0.0
4,Mic,012_00005,831.7672538502777,1665.1242896542612,1580.3841769765108,1815.4400371906768,1351.4000876202122,266.45663892724014,362.36883001494976,17.401852677798132,286.9369886841483,117.89558092078055,0.0,1402.8246902713354,1589.773617757207,1131.178142585801,1411.520576517658,520.4229252384937,597.6034676350681,466.0213795292651,638.4390253648157,678.491209754465,417.7958823665336,0.0,0.0,0.0,1245.5646576322779,790.1308313003229,251.74828450882683,150.9031848141362,32.93090489031925,287.5521412742931,107.2175776000155
5,Mic,012_00006,344.6438309080925,428.87185031933586,538.5520757530709,714.23774705801,485.64191218331985,217.04331856279887,368.6648663077034,255.14547376884306,469.92462587738527,263.6523582375646,94.89948474474934,452.95282686340033,539.56518521298,483.9036972648516,483.8572148397335,244.63676979345001,315.2410220151709,359.6206494365937,445.75119074766815,381.04985077599093,264.6912358550626,702.9526999559982,0.0,640.1710703585493,0.0,367.7738409942482,266.14503736881124,83.40917986918176,72.80799998050797,227.89629163801982,0.0
6,Mic,012_00007,0.0,479.9984452835128,571.3186819448215,74.06909969490474,153.24700340006981,498.1034543178576,1780.5498852068802,0.0,304.37924890163265,0.0,0.0,487.26743495911245,215.06878961471764,209.17602743259948,816.3294000860454,601.0719208970875,379.8608337409008,100.87137228641245,468.86421545310276,201.93379708637755,477.2845141767478,0.0,0.0,0.0,0.0,0.0,468.10500561625526,193.93853752038981,120.92088885651617,53.269585864360195,157.4793626548376
7,Mic,012_00008,335.51088298290773,81.08081846005285,32.386938566500994,12.86914859563982,3.8829477212855523,113.5877809677547,70.5163266484101,0.0,555.2864675908164,201.03079400251033,303.50736112059474,0.0,108.98756230475557,38.16049149108234,9.192898649617627,154.09037717751247,147.2602387559742,23.002762261259598,95.04004367292623,89.30733040675173,72.56014573632989,690.1396086305905,0.0,311.434574769024,0.0,0.0,242.7969126904662,185.32736693550768,36.76648647664343,174.11596055327192,191.52895458020785
8,Mic,012_00009,523.1276710589685,7.8260616078833625,51.15344130898733,0.0,14.991554680441611,0.0,114.17117459035713,105.01639789906004,361.89572904525227,472.1601518267656,117.18023333699485,0.0,0.0,0.0,0.0,6.917707529506121,97.5457847513998,103.61244218549976,91.73430302343316,75.42586491961534,0.0,0.0,0.0,0.0,0.0,0.0,129.29754630832625,48.78578117748937,28.39012173152988,70.35059437521483,46.21676947478929
9,Mic,012_00010,0.0,71.2868978143831,8.628743308446708,80.14548976888562,0.0,221.92728162676823,93.33109474002283,1748.7569724404118,184.2966510866702,1016.3002318582355,0.0,0.0,95.82272804616133,0.0,26.941564359275425,404.3320143483611,133.28037916527893,213.4777804576303,0.0,122.6870504350179,53.16287905434071,0.0,0.0,0.0,0.0,258.53408624348145,73.60998923493821,86.40825929126281,43.10051483994636,118.66986949981231,175.41018117494284
