,strain,gene_id,CAUS24-2_12h_1,CAUS24-2_12h_2,CAUS24-2_12h_3,CAUS24-2_12h_4,CAUS24-2_12h_5,CAUS24-2_168_5,CAUS24-2_168h_1,CAUS24-2_168h_2,CAUS24-2_168h_3,CAUS24-2_168h_4,CAUS24-2_168h_5,CAUS24-2_22h_1,CAUS24-2_22h_2,CAUS24-2_22h_3,CAUS24-2_22h_4,CAUS24-2_22h_5,CAUS24-2_38h_1,CAUS24-2_38h_2,CAUS24-2_38h_3,CAUS24-2_38h_4,CAUS24-2_38h_5,CAUS24-2_3w_1,CAUS24-2_3w_2,CAUS24-2_3w_3,CAUS24-2_3w_4,CAUS24-2_3w_5,CAUS24-2_70h_1,CAUS24-2_70h_2,CAUS24-2_70h_3,CAUS24-2_70h_4,CAUS24-2_70h_5
0,Lut,PB03_00001,-1.0,7.720801233559088,9.322343315513402,9.400537766482563,8.906126004116034,7.997722154205665,8.43884004214006,8.795686501586783,7.345542319733557,-1.0,-1.0,7.452820775430801,9.141337022069019,8.663073600121562,9.11561934155007,9.934304968951444,8.421039809482762,7.77458476487318,7.706285412369459,8.45310503350648,7.53165397788995,6.84291981012437,6.21180056784157,-1.0,-1.0,6.383230427207808,4.33257193193166,7.7596009446916625,5.803374430491128,7.7225719475743535,-1.0
1,Lut,PB03_00002,6.5740217657508015,3.9708149023694133,8.950820433396386,7.644756552783613,8.644177300883863,7.293647125993973,-1.0,8.45864656236105,8.027055556202384,-1.0,7.8958310168681685,8.330048240648015,8.29899262190678,9.503919598343264,8.602964801408493,-1.0,8.345460029788349,8.132135434054508,8.529440467630621,7.721132164009709,8.309597381100556,9.0390297773748,7.500170401081187,-1.0,3.633533900643359,8.0864015573004,6.5979289743997,7.055845121289753,-1.0,-1.0,6.735963293195678
2,Lut,PB03_00003,8.214131338479575,7.040792765042065,7.392480336055193,7.003138389278729,7.489601525400045,8.31509003888559,-1.0,7.793315892612348,8.660809826933818,-1.0,-1.0,8.353792819398887,7.004183779023659,7.866835488716646,8.501350706962675,-1.0,7.254713574123512,7.027637895091553,8.02352829181639,7.688408478643454,8.333341436654385,7.21829451020524,7.4500921772130475,9.100683135526955,9.553146563503025,7.112747688305574,6.621588449078999,-1.0,7.696769177458668,8.95606985638947,7.756301428573513
3,Lut,PB03_00004,7.986375991029676,9.608625410680252,9.622058788955744,9.23006612495353,8.29061020397815,7.46580774874681,9.807334730372144,7.74592565664876,7.97918364498065,8.077406170057538,8.330755060952017,8.59545980316667,9.28611116091162,9.061296702552792,8.328574376552451,8.710952364447257,9.268225639375357,9.491176991217303,8.84928835686727,9.352940362075673,9.159335413539907,6.427329846251139,5.500458498509251,7.057295844188416,9.999311914582881,7.261134653722543,6.769768044836032,7.752510496024306,6.9411776967245515,8.089092760123053,5.594933606133347
4,Lut,PB03_00005,10.425145996371878,10.719185569185504,11.308027338372353,11.174453203891392,11.139283187104171,8.03664102476027,6.357466390590103,7.448150865854143,7.823854183492566,9.277566627487264,8.63945829194344,11.01160302849393,11.274501640643942,11.643929026002839,11.237027403847135,9.826514936533984,11.044439715038942,11.555660020648196,10.964574852269932,11.366018617872742,10.41526964249401,-1.0,7.315953210974746,6.439728177138037,2.456822407179517,8.999928983012678,6.926218038404875,7.798506308805731,7.249180491960185,7.864339212462227,8.797579336111971
5,Lut,PB03_00006,11.049276113442524,12.50140801426214,12.35026057357903,12.53399475905112,11.841429493986707,8.023550612426671,-1.0,8.085633224122532,-1.0,8.853653067283798,-1.0,11.934192091144476,12.245813406084851,12.074362022866943,12.174300417488864,11.253472854317744,12.037178066199315,12.031393012275371,12.034686276064708,11.815292820822286,11.319445929288253,-1.0,-1.0,9.33995787215497,4.341958127196116,6.821869105970313,8.324448609639234,7.464309481551694,6.240885122880917,6.321122113029874,-1.0
6,Lut,PB03_00007,5.97646722136744,10.733116165865626,11.722608468310456,10.540307580997004,11.335987679666655,6.809499229597706,-1.0,6.414304267267141,-1.0,9.081114552832698,-1.0,10.957656616623865,10.84672783498045,11.835296531510986,11.115445267306024,9.110761301672747,11.108461882367392,10.875283312216302,12.05547391316159,10.966270287180542,12.14342127963281,5.0812825495468354,-1.0,6.066967059951603,10.823327993613297,7.6014759016232025,-1.0,7.247252724447756,5.035753253626163,5.37487376611872,8.245570435679811
7,Lut,PB03_00008,-1.0,8.424735188061788,9.832885953730633,8.621133105546463,8.29025634300643,-1.0,-1.0,9.419452917658965,-1.0,-1.0,-1.0,8.156484573563425,9.84609974281349,9.98874823779383,10.675626291998224,-1.0,9.175314574955971,9.47755565096266,11.697807792722731,9.473790524696206,12.370646736455384,7.545744771049082,-1.0,-1.0,-1.0,6.502833156792697,-1.0,8.142152683351606,8.235017963718342,-1.0,-1.0
8,Lut,PB03_00009,9.999308955076382,11.536385234005758,10.94749786782425,10.604299132607382,11.196844471714599,7.72462991335793,-1.0,-1.0,8.201116336238739,-1.0,-1.0,11.634674346226072,10.494908588472727,10.388149715461553,9.256853817054765,11.793355646869797,10.747451857671702,10.514400126236692,10.719080245572698,10.494337450090988,11.886527361121205,-1.0,-1.0,-1.0,10.273751268871681,7.519854378876075,-1.0,-1.0,5.943524208224293,-1.0,8.163870856816088
9,Lut,PB03_00010,8.387782363425167,6.085126862281754,3.3581046617008465,-1.0,4.1612411707095225,-1.0,-1.0,-1.0,-1.0,9.717030168877988,-1.0,6.317356319079443,7.130332760189197,-1.0,5.596571027764307,-1.0,6.969589171648756,4.782847155337126,8.394632176933525,5.91662907016587,6.076138508523636,8.53944946769709,7.4442797994640895,8.18407808584433,3.219260406609182,6.656354129226059,7.74423358030403,6.885003771874803,5.086411197422113,7.996602234654094,-1.0
10,Lut,PB03_00011,-1.0,6.062214613861854,3.587235791494195,-1.0,5.377755436067922,7.099701677403043,-1.0,5.931461361630892,5.86807689567285,-1.0,-1.0,-1.0,7.783440954766784,7.6489499613281735,-1.0,9.40190169895911,6.887948346046415,5.428241347379292,7.222239521360307,3.8727614826528916,7.893357477214109,-1.0,7.306136432440195,-1.0,9.995016140507634,5.90125615770657,-1.0,-1.0,-1.0,5.085208178942634,-1.0
11,Lut,PB03_00012,7.474082185469923,5.4478485615885255,4.987593629946412,-1.0,5.0835099961031,5.640814339997109,5.661624719445493,7.292554184624602,8.152562517335227,7.05818235283053,-1.0,5.101253157562893,6.129708081198315,5.197002727505027,4.38825249783813,8.198178746008407,5.362079474900774,4.4363808837875425,3.2425888014469955,6.171906398367672,3.8868158450756214,8.193851269148382,7.008958880157401,7.891897642484443,7.025522225030618,7.126598103684627,7.391439161251915,7.318181916098746,5.65853082361072,6.305242426153451,7.876848986158043
12,Lut,PB03_00013,10.340171308492186,6.458377663833945,6.035283012835523,8.131133597598778,-1.0,-1.0,8.362197706990296,-1.0,-1.0,6.2937309683329055,-1.0,-1.0,8.01822190529667,7.9766012518384,7.324352633241687,-1.0,6.845869122182734,-1.0,6.5534838708136975,3.7891521391504512,-1.0,-1.0,9.93811831855004,-1.0,-1.0,8.804096196634353,5.327278977248072,8.256936549862404,5.237565739042847,-1.0,-1.0
